title_id,contents,td_idf,ranking
703841,가즈아,49.01057346,67
703841,생리통이,48.11418949,68
703841,도은아,45.86673022,69
703841,앍까앍까앍까앍까앍까,44.9854192,70
703841,최날,44.9854192,70
703841,손손손손손손손손,44.9854192,70
703841,밤이,44.51596038,73
703841,안전벨트,44.13961505,74
703841,숏컷,43.94754024,75
703841,초코칩,43.31997526,76
703841,고해,40.23144723,77
703841,유진아,40.19289709,78
703841,파가,40.15295699,79
703841,손손손손손손손손손손,40.13338894,80
703841,귀여워,39.85652859,81
703841,스토,39.26856942,82
703841,동림고,38.55893074,83
703841,강성윤,38.55893074,83
703841,성윤파는,38.55893074,83
703841,고예진은,38.55893074,83
703841,드링킹,38.41818827,87
703841,여주가,38.12309493,88
703841,질투,37.27569638,89
703841,여주,37.14724597,90
703841,며느리,36.57475066,91
703841,고개를,36.37667421,92
703841,사겨,35.49609019,93
703841,김칫국,35.26098727,94
703841,커플,35.20291617,95
703841,촉촉한,34.95464491,96
703841,오지랖,34.899999,97
703841,아버님,34.50464179,98
703841,진로에,34.45368475,99
703841,아아아아,34.05058323,100
737628,효림,953.7760079,1
737628,수원이,69.26239019,2
737628,설효,51.41190766,3
737628,양진수,44.9854192,4
737628,박동,43.82912228,5
737628,별이삼샵,40.13338894,6
737628,섭이,33.13557793,7
737628,혀노,29.60484716,8
737628,롯데월드,27.62926811,9
737628,지수원이,25.70595383,10
737628,양진수가,25.70595383,10
737628,찐따,21.24993324,12
737628,수원이를,19.27946537,13
737628,오노가,19.27946537,13
737628,수원이가,19.27946537,13
737628,혀노님,19.27946537,13
737628,수원이랑,17.20002383,17
737628,양아치,16.62567594,18
737628,표시제한,16.11437274,19
737628,성지고,15.98362851,20
737628,아틀란티스,15.12058229,21
737628,박동이,14.87375303,22
737628,발신자,13.04114075,23
737628,인싸,13.03498186,24
737628,설효랑,12.85297691,25
737628,아틀란티스를,12.85297691,25
737628,기흥중,12.85297691,25
737628,수원이는,12.85297691,25
737628,인섭인,12.85297691,25
737628,박동은,12.85297691,25
737628,석촌,12.85297691,25
737628,잠실가는,12.85297691,25
737628,덩크하이,12.85297691,25
737628,년대생을,11.46668255,34
737628,발신자표시제한,11.46668255,34
737628,야한,11.0130596,36
737628,시니혀노의,10.65575234,37
737628,뱉지마,10.65575234,37
737628,리마리오,10.65575234,37
737628,가오,10.596835,40
737628,감성이,10.56434387,41
737628,저때,10.10388055,42
737628,발랑까져,10.08038819,43
737628,미샤,10.08038819,43
737628,술담,10.08038819,43
737628,일촌,10.08038819,43
737628,인파에,9.63410109,47
737628,캔모아,9.63410109,47
737628,니베아,9.63410109,47
737628,싸이월드,9.464181788,50
737628,무리랑,9.391954774,51
737628,관하여,9.258887395,52
737628,셔터,9.177577882,53
737628,서운한,9.156843037,54
737628,미니홈피,8.961156617,55
737628,중딩때,8.952087146,56
737628,열등감,8.934898085,57
737628,케인,8.789942688,58
737628,진수,8.700383799,59
737628,무료,8.597042592,60
737628,꼬운거,8.45852776,61
737628,진수는,8.247806729,62
737628,일진들이,8.22816242,63
737628,용인,8.128157211,64
737628,리나가,8.057186369,65
737628,수원,7.995865025,66
737628,가오가,7.926896471,67
737628,그려달,7.842321355,68
737628,폴더,7.751408351,69
737628,찌질,7.739992772,70
